name,location_label,address,city,website,status,closed_evidence,source,artguide_address,method,extracted_date
palladium/Athena Project,,100 Jewel Street,New York,http://instagram.com/palladium.athena.project,unclear,,artguide,100 Jewel Street,browserbase,2026-08-07
Palo Gallery,,21 East 3rd St.,New York,http://palogallery.com,open,,artguide,30 Bond Street,http:homepage,2026-08-07
Park Avenue Armory,Thompson Arts Center at Park Avenue Armory,643 Park Avenue,New York,http://armoryonpark.org,open,,artguide,643 Park Avenue,browserbase,2026-08-07
Patrick Leonard Gallery,Patrick Leonard Gallery,227 East 24th Street,New York,http://patrickleonardcontemporary.com,open,,artguide,227 E 24th Street,http:homepage,2026-08-07
Patrick Parrish,,Appointment Only at Brooklyn Navy Yard,New York,http://patrickparrish.com,unclear,,artguide,Appointment Only at Brooklyn Navy Yard,http:homepage,2026-08-07
Paul Soto,PAUL SOTO,"121 West 27th Street, No. 703",New York,http://paulsoto.net,unclear,,artguide,"121 West 27th Street, Suite #703",browserbase,2026-08-07
Paula Cooper Gallery,,529 West 21st Street,New York,http://paulacoopergallery.com,open,,artguide,521 West 21st Street,browserbase,2026-08-07
Paula Cooper Gallery,,"534 W 21st Street, NY, NY 10011",New York,http://paulacoopergallery.com,open,,artguide,521 West 21st Street,browserbase,2026-08-07
Pearl River Mart Gallery,,452 Broadway,New York,http://pearlriver.com/pages/about-our-gallery,open,,artguide,452 Broadway,http:homepage,2026-08-07
Pen and Brush,Pen + Brush Gallery,29 East 22nd Street,"New York, NY",http://penandbrush.org,open,,artguide,29 East 22nd Street,http:homepage,2026-08-07
Penumbra Foundation,,36 East 30th Street,New York,http://penumbrafoundation.org,open,,artguide,36 East 30th Street,browserbase,2026-08-07
Perrotin,,,New York,https://www.perrotin.com/en,unclear,,major-added,,browserbase,2026-08-07
Perrotin,New York,130 Orchard Street,New York,http://perrotin.com,unclear,,artguide,130 Orchard Street,browserbase,2026-08-07
PES FUTURES,PES FUTURES,128 Baxter St,New York,http://pesfutures.org,open,,artguide,128 Baxter Street,browserbase,2026-08-07
Peter Blum Gallery,Peter Blum Gallery,176 Grand Street,New York,https://www.peterblumgallery.com/,open,,major-added,,http:/about,2026-08-07
Peter Freeman,New York,140 Grand Street,New York,https://www.peterfreemaninc.com/,open,,major-added,,http:homepage,2026-08-07
Petra Bibeau,New York,18th Street,New York,http://petrabibeau.net,unclear,,artguide,18th Street,browserbase,2026-08-07
Petzel Gallery,,520 W 25th Street,New York,http://petzel.com,open,,artguide,520 West 25th Street,http:homepage,2026-08-07
Philippe Labaune Gallery,Philippe Labaune Gallery,"534 West 24th Street, Ground Floor",New York,http://philippelabaune.com,open,,artguide,"534 West 24th Street, Ground Floor",http:homepage,2026-08-07
Picture Room,,117 Atlantic Ave,"Brooklyn, NY",http://pictureroom.shop,open,,artguide,117 Atlantic Avenue,browserbase,2026-08-07
Picture Theory,,"548 West 28th Street, Suite #238",New York,http://picturetheoryprojects.com,unclear,,artguide,"548 West 28th Street, Suite #238",browserbase,2026-08-07
Pierogi,Brooklyn Location,175 North 9th Street,Brooklyn,http://pierogi2000.com,open,,artguide,175 North 9th Street,http:/contact,2026-08-07
Pierre Yovanovitch,Galerie New York,"555 West 25th Street New York, NY 10001",New York,http://pierreyovanovitch.com,open,,artguide,555 West 25th Street,http:homepage,2026-08-07
Pietro Alexander,,"59 Wooster Street, 2nd Floor",New York,http://pietroalexander.com,open,,artguide,"59 Wooster Street, 2nd Floor",http:/contact,2026-08-07
Planthouse,,"526 W 26th Street, Suite 416",New York,http://planthouse.net,unclear,,artguide,"526 W 26th Street, Suite 416",browserbase,2026-08-07
Platform Project Space,,20 Jay Street #319,New York,http://platformprojectspace.com,unclear,,artguide,20 Jay Street #319,browserbase,2026-08-07
Plein Ventures,,"132 Bowery, 3rd Fl.",New York,http://pleinventures.com,unclear,,artguide,"132 Bowery, 3rd Fl.",browserbase,2026-08-07
Plum Gallery,,105 Henry Street,New York,http://instagram.com/plum.gallery,unclear,,artguide,105 Henry Street,browserbase,2026-08-07
Pocket Utopia (roving),,"@Peep Space, 92 Central Avenue",New York,http://instagram.com/pocket.utopia,unclear,,artguide,"@Peep Space, 92 Central Avenue",browserbase,2026-08-07
Pop Gun,,293 23rd Street,New York,http://popgunart.com,unclear,,artguide,293 23rd Street,browserbase,2026-08-07
Portal 5,,373 Broadway suite 511,New York,http://portal-5.com,open,,artguide,"373 Broadway, Suite 511",browserbase,2026-08-07
Post Times,,29 Henry Street,"New York, NY 10002",http://post-times.com,open,,artguide,29 Henry Street,browserbase,2026-08-07
Postmasters,,,New York,https://www.postmastersart.com/,unclear,,major-added,,browserbase,2026-08-07
Postmasters,,568 Broadway Ave suite 606,New York,http://postmastersart.com,unclear,,artguide,568 Broadway Ave suite 606,browserbase,2026-08-07
PPOW,2nd Floor,"390 Broadway, 2nd Floor",New York,https://www.ppowgallery.com/,open,,major-added,,http:homepage,2026-08-07
PPOW,,392 Broadway,New York,https://www.ppowgallery.com/,open,,major-added,,http:homepage,2026-08-07
Praxis,PRAXIS NEW YORK,501 W 20th Street,New York,http://praxis-art.com/en,open,,artguide,501A West 20th Street,browserbase,2026-08-07
Protocinema,New York,31 Madison Street,New York,http://protocinema.org,unclear,,artguide,31 Madison Street,http:/about,2026-08-07
PROXYCO GALLERY,,"88 Eldridge Street, 5th Floor",New York,http://proxycogallery.com,open,,artguide,88 Eldridge Street,http:homepage,2026-08-07
Psychic Readings*,Psychic Readings*,629 E 6 St,New York,http://psychicreadingsgallery.com,open,,artguide,629 East 6th Street,browserbase,2026-08-07
Public Art Fund,Lincoln Center,"10 Lincoln Center Plaza, David Geffen Hall",New York,http://publicartfund.org,unclear,,artguide,"10 Lincoln Center Plaza, David Geffen Hall",http:homepage,2026-08-07
Public Art Fund,Rockefeller Center,45 Rockefeller Center Plaza,New York,http://publicartfund.org,unclear,,artguide,45 Rockefeller Center Plaza,http:homepage,2026-08-07
Public Art Fund,MetroTech Center,"MetroTech Center, City Hall Park",New York,http://publicartfund.org,unclear,,artguide,"MetroTech Center, City Hall Park",http:homepage,2026-08-07
Ramiken,,,New York,https://ramiken.com.au/,unclear,,major-added,,http:homepage,2026-08-07
Ramiken,,389 Grand Street,New York,http://ramiken.biz,open,,artguide,389 Grand Street,browserbase,2026-08-07
Recess,,46 Washington Avenue,"Brooklyn, NY",http://recessart.org,open,,artguide,46 Washington Avenue,http:homepage,2026-08-07
Rectangle Room,,"Primary Photographic, 113 Eldridge Street",New York,http://rectangleroom.com,unclear,,artguide,"Primary Photographic, 113 Eldridge Street",http:homepage,2026-08-07
Reena Spaulings Fine Art,,"165 East Broadway, second floor",New York,http://reenaspaulings.com,open,,artguide,"165 East Broadway, 2nd Floor",browserbase,2026-08-07
Renee & Chaim Gross Foundation,,526 Laguardia Place,New York,http://rcgrossfoundation.org,open,,artguide,526 LaGuardia Place,http:/visit,2026-08-07
Ricco/Maresca Gallery,,125 W 18TH ST BOOTH B10,New York,https://www.riccomaresca.com/,open,,major-added,,http:homepage,2026-08-07
Ricco/Maresca Gallery,,"529 West 20th Street, 3rd Floor",New York,https://www.riccomaresca.com/,open,,major-added,,http:homepage,2026-08-07
Ricco/Maresca Gallery,,PIER 36 299 South Street,New York,https://www.riccomaresca.com/,open,,major-added,,http:homepage,2026-08-07
Richard Taittinger Gallery,,154 Ludlow St,New York,http://richardtaittinger.com,open,,artguide,154 Ludlow Street,browserbase,2026-08-07
Rick Wester Fine Art,,526 West 26th Street Suite 417,"New York, NY 10001",http://rickwesterfineart.com,open,,artguide,"526 West 26th Street, Suite 417",browserbase,2026-08-07
Robert Mann Gallery,,508 West 26th Street Suite 4C,"New York, NY 10001",http://robertmann.com,open,,artguide,"508 West 26th Street, Suite 9F",browserbase,2026-08-07
Robilant + Voena,New York,"19 E 66th Street, 4th Fl.",New York,http://robilantvoena.com,unclear,,artguide,"19 E 66th Street, 4th Fl.",browserbase,2026-08-07
Robin Rice Gallery,,325 West 11th Street,New York,http://robinricegallery.com,open,,artguide,325 West 11th Street,browserbase,2026-08-07
Ronald Feldman,,31 Mercer Street,New York,https://feldmangallery.com/,open,,major-added,,http:homepage,2026-08-07
Room 57 Gallery,Room 57 Gallery,235 E 57th Street,New York,http://room57gallery.com,open,,artguide,235 East 57th Street,browserbase,2026-08-07
Rosebud Contemporary,,526 W 26th St #606,New York,http://rosebudcontemporary.com,open,,artguide,"526 West 26th Street, #606",browserbase,2026-08-07
Ross+Kramer Gallery,New York,515 West 27th Street,New York,http://rkgallery.com,unclear,,artguide,515 West 27th Street,browserbase,2026-08-07
Roundcube Contemporary,,"547 W 27th Street, 4th Fl.",New York,http://roundcubecontemporary.com,unclear,,artguide,"547 W 27th Street, 4th Fl.",browserbase,2026-08-07
Rumpelstiltskin,Rumpelstiltskin,"34 W 27th St, #302","New York, NY 10001",http://rumpelstiltskin.biz,open,,artguide,"34 West 27th Street, #302",browserbase,2026-08-07
Saint Laurent Rive Droite,New York,72 Gansevoort Street,New York,http://ysl.com/en-us/rive-droite/calendar/rachel-rossin-exhibition,unclear,,artguide,72 Gansevoort Street,http:/contact,2026-08-07
Salma Sarriedine,,"116 Elizabeth Street, 3rd Fl.",New York,http://salmasarriedine.com,unclear,,artguide,"116 Elizabeth Street, 3rd Fl.",browserbase,2026-08-07
Salon 94,The Met Breuer,3 E 89th Street,New York,http://salon94.com,open,,artguide,3 East 89th Street,browserbase,2026-08-07
Sara's,,64 Fulton Street,New York,http://saras.world,unclear,,artguide,64 Fulton Street,browserbase,2026-08-07
SARAHCROWN,New York Gallery,373 Broadway (2nd floor),New York,http://sarahcrown.com,open,,artguide,"373 Broadway, #215",browserbase,2026-08-07
Sargent's Daughters,,,New York,https://www.sargentsdaughters.com/,unclear,,major-added,,browserbase,2026-08-07
Satchel Projects,,526 W 26TH #913,NYC,http://satchelprojects.com,open,,artguide,"526 West 26th Street, #913",browserbase,2026-08-07
SATELLITE GALLERY,Manhattan,279 Broome Street,New York City,http://satellite-show.com,open,,artguide,279 Broome Street,browserbase,2026-08-07
Savage Wonderground,TRIBECA,89 Franklin St,"New York, NY 10013",http://savagewonderground.org,open,,artguide,89 Franklin Street,http:homepage,2026-08-07
Sean Kelly,New York,475 Tenth Avenue,New York,https://www.skny.com/,open,,major-added,,browserbase,2026-08-07
Sears Peyton Gallery,NEW YORK,"210 Eleventh Avenue, Suite 802",New York,http://searspeyton.com,open,,artguide,"210 11th Avenue, Suite #802",http:homepage,2026-08-07
See,Me Gallery,"15 East 40th Street, 11th Fl. @ The BLANC",New York,http://see.me,unclear,,artguide,"15 East 40th Street, 11th Fl. @ The BLANC",browserbase,2026-08-07
Selenas Mountain,,176 Woodward Ave.,New York,http://selenasmountain.com,unclear,,artguide,176 Woodward Ave.,browserbase,2026-08-07
Shamnoski Gallery,SHAMNOSKI,115 East 72nd Street,"New York, NY",http://shamnoski.com,open,,artguide,115 East 72nd Street,http:/contact,2026-08-07
Sheila C. Johnson Design Center,Sheila C. Johnson Design Center,66 Fifth Avenue at 13th Street,New York,http://newschool.edu/parsons/sheila-c-johnson-design-center,open,,artguide,"66 Fifth Avenue, Ground Floor",http:homepage,2026-08-07
Shelter,,127 Eldridge Street,New York,http://shelternyc.com,unclear,,artguide,127 Eldridge Street,browserbase,2026-08-07
Shirley Fiterman Art Center,"BMCC, CUNY",81 Barclay Street,New York,http://bmcc.cuny.edu/sfac/,unclear,,artguide,81 Barclay Street,browserbase,2026-08-07
Shisanwu at Sheerly Touch-Ya Warehouse,,74-12 88th Street,New York,http://shisanwu.net,unclear,,artguide,74-12 88th Street,browserbase,2026-08-07
Shoot The Lobster,New York,138 Eldridge Street,New York,http://shootthelobster.com,unclear,,artguide,138 Eldridge Street,browserbase,2026-08-07
Shrine,,,New York,https://www.shrine.com/,unclear,,major-added,,browserbase,2026-08-07
signs and symbols,signs and symbols,249 East Houston Street,New York,http://signsandsymbols.art,open,,artguide,249 East Houston Street,browserbase,2026-08-07
Sikkema Jenkins,,,New York,https://www.smjny.com/,unclear,,major-added,,browserbase,2026-08-07
Simone Subal Gallery,,,New York,https://simonesubal.com/,closed,"Simone Subal Gallery permanently closed on June 22nd, 2024.",major-added,,http:homepage,2026-08-07
SINCLAIR,,269 Stanhope Street Lower Level,Brooklyn,http://gallerysinclair.com,open,,artguide,"269 Stanhope Street, Lower Level",browserbase,2026-08-07
Site Service,Nine,"9 Monroe St, New York, NY 10002",New York,http://site-service.org,open,,artguide,"9 Monroe Street, Basement level",http:homepage,2026-08-07
Site Service,,"Chelsea Industrial, New York, NY 10001",New York,http://site-service.org,open,,artguide,"9 Monroe Street, Basement level",http:homepage,2026-08-07
Site Service,Dear Friend Books,"Dear Friend Books, Bedford-Stuyvesant, Brooklyn",Brooklyn,http://site-service.org,open,,artguide,"9 Monroe Street, Basement level",http:homepage,2026-08-07
Sitting Room,Sitting Room Gallery,195 Henry Street,New York,http://sittingroomgallery.com,unclear,,artguide,195 Henry Street,browserbase,2026-08-07
Situations,,127 Henry Street,New York,https://www.situations.us/,open,,major-added,,browserbase,2026-08-07
Situations,,"515 W 20TH STREET, 3RD FLOOR",New York,https://www.situations.us/,open,,major-added,,browserbase,2026-08-07
Skarstedt,New York,20 East 79th Street,New York,https://www.skarstedt.com/,open,,major-added,,browserbase,2026-08-07
Skarstedt,New York,547 West 25th,New York,https://www.skarstedt.com/,open,,major-added,,browserbase,2026-08-07
Skarstedt Gallery,New York,20 East 79th Street,New York,http://skarstedt.com,open,,artguide,20 East 79th Street,browserbase,2026-08-07
Skarstedt Gallery,New York,547 West 25th,New York,http://skarstedt.com,open,,artguide,20 East 79th Street,browserbase,2026-08-07
Skoto Gallery,,"529 w 20th st, 5fl.",New York,http://skotogallery.com,open,,artguide,"529 West 20th Street, 5th Floor",http:homepage,2026-08-07
Slip House,Slip House,246 East 5th Street,New York,http://slip-house.com,open,,artguide,246 East 5th Street,browserbase,2026-08-07
Smilers,,"431 E 6th Street, #B",New York,http://smilers.nyc,open,,artguide,"431 E 6th Street, #B",browserbase,2026-08-07
Snow Gallery,,430 Via Vespucci,"Brooklyn, NY",http://snowgallerynyc.com,open,,artguide,430 Graham Avenue,http:homepage,2026-08-07
Soft Network,PARTICIPANT INC,116 Elizabeth St floor one,"New York, NY 10013",http://softnetwork.art,open,,artguide,"636 Broadway, #320",browserbase,2026-08-07
Soho Photo Gallery,Soho Photo Gallery,539 W 23rd Street,New York,http://sohophoto.com,open,,artguide,15 White Street,http:homepage,2026-08-07
SOHO20 Gallery,,56 Bogart Street,New York,http://soho20gallery.com,unclear,,artguide,56 Bogart Street,browserbase,2026-08-07
Sojourner Gallery,GREENWICH VILLAGE,178 Bleecker Street 2nd Floor,New York,http://sojournergallery.com,open,,artguide,"178 Bleecker Street, 2nd Fl.",browserbase,2026-08-07
Solas Studio,,"117 East 24th St, Second Floor, New York, NY, 10010, United States",New York,http://solas.studio,open,,artguide,"117 E 24th Street, 2nd Floor",browserbase,2026-08-07
Someday,,120 Walker Street #3R,New York,http://somedaygallery.com,closed,"I am writing now with an openly personal ""hello"" in order to say a proper ""goodbye."" ... I opened Someday to cultivate a certain energy... I am proud that we did that for a little while... Opening and operating Someday has been the best, worst thing I've ever done.",artguide,"120 Walker Street, #3R",http:homepage,2026-08-07
Sorrel Sky Gallery,,419 West Broadway,New York,http://sorrelsky.com,unclear,,artguide,419 West Broadway,http:homepage,2026-08-07
Space ZeroOne,,371 Broadway,New York,http://zeroone.space,unclear,,artguide,371 Broadway,http:homepage,2026-08-07
Space776,NEW YORK,"37-39 Clinton St, New York, NY 10002, United States",New York,http://space776.com,open,,artguide,"37-39 Clinton Street, 1st Floor",browserbase,2026-08-07
Spanierman Modern,,"958 Madison Avenue, 2nd Fl.",New York,http://spaniermanmodern.com,closed,"Though there longer is a a traditional brick and mortar space to hold exhibitions, I remain at your service.",artguide,"958 Madison Avenue, 2nd Fl.",http:/about,2026-08-07
Sperone Westwater,,257 Bowery,New York,https://www.speronewestwater.com/,closed,"After fifty successful years, Sperone Westwater Gallery will be closing on December 31, as cofounders Angela Westwater and Gian Enzo Sperone have decided to pursue separate endeavors.",major-added,,browserbase,2026-08-07
SPIELZEUG,,165 Allen Street,New York,http://spielzeug.gallery,open,,artguide,165 Allen Street,browserbase,2026-08-07
Spill 180,Broodworks,100 N 3rd St,NYC,http://spill180.com,unclear,,artguide,100 N 3rd Street,browserbase,2026-08-07
Spoof.Project,,15-40 Decatur Street,New York,http://spoofproject.com,unclear,,artguide,15-40 Decatur Street,browserbase,2026-08-07
Springs Projects,Springs Projects,20 Jay St. Suite 311B,Brooklyn,http://springsprojects.com,open,,artguide,"20 Jay Street, Suite 311B",browserbase,2026-08-07
Stand4 Gallery,,414 78th Street,New York,http://stand4gallery.org,unclear,,artguide,414 78th Street,http:homepage,2026-08-07
Stephen Street Gallery,,16-79 Stephen Street,New York,http://stephenstreetgallery.com,unclear,,artguide,16-79 Stephen Street,browserbase,2026-08-07
Steven Amedee Gallery,Steven Amedee,41 North Moore Street,"New York, NY, 10013",http://stevenamedee.com/exhibitions,open,,artguide,41 N Moore Street,browserbase,2026-08-07
Steven S. Powers,Steven S. Powers Gallery,53 Stanton St,"New York, NY",http://stevenspowers.com,open,,artguide,53 Stanton Street,http:homepage,2026-08-07
Storage,Storage,"52 Walker Street, 4th Floor","Tribeca, New York",http://storageartgallery.com,open,,artguide,"52 Walker Street, 4th Fl.",browserbase,2026-08-07
strobe,,373 Broadway,New York,http://s-t-r-o-b-e.biz,unclear,,artguide,373 Broadway,browserbase,2026-08-07
Studio 9D,,"508 West 26th Street, Studio 9D",New York,http://instagram.com/studioninedee,unclear,,artguide,"508 West 26th Street, Studio 9D",browserbase,2026-08-07
Studio in a School Gallery,Studio in a School Association,75 West End Ave,New York,http://studioinaschoolgallery.org,open,,artguide,1 East 53rd Street,http:homepage,2026-08-07
Studio Underground,,393 B West Broadway,New York,http://studiounderground.co,unclear,,artguide,393 B West Broadway,browserbase,2026-08-07
Studio2M,,Email for address,New York,http://studio2mnyc.com,unclear,,artguide,Email for address,browserbase,2026-08-07
Stuyvesant-Fish House,Cooper Union,21 Stuyvesant Street,New York,http://https://cooper.edu/events-and-exhibitions/exhibitions,unclear,,artguide,21 Stuyvesant Street,browserbase-failed,2026-08-07
Sue Tear,,834 Hart St,"Brooklyn, NY 11237",http://suetear.com,open,,artguide,Located Underneath 834 Hart Street,browserbase,2026-08-07
Sugarlift,,43-01 22nd Street Studio 130 + 131,"Long Island City, NY",http://sugarlift.com,open,,artguide,508 West 28th Street,http:/about,2026-08-07
Summertime,,145 Ainslie Street,Brooklyn,http://summertimegallery.org,open,,artguide,145 Ainslie Street,browserbase,2026-08-07
Superhouse,Superhouse,"120 Walker Street, 6R",New York,http://superhouse.us,open,,artguide,"120 Walker Street, 6R",browserbase,2026-08-07
Susan Inglett Gallery,,,New York,https://www.inglettgallery.com/,unclear,,major-added,,http:homepage,2026-08-07
SVA Chelsea Gallery,SVA Flatiron Gallery and Flatiron Windows,"133/141 West 21st Street, 1st floor",New York,http://galleries.sva.edu,open,,artguide,"601 West 26th Street, 15th Floor, Starrett Lehigh Building",http:homepage,2026-08-07
SVA Chelsea Gallery,SVA Gramercy Gallery,"209 East 23rd Street, 1st floor",New York,http://galleries.sva.edu,open,,artguide,"601 West 26th Street, 15th Floor, Starrett Lehigh Building",http:homepage,2026-08-07
SVA Chelsea Gallery,SVA Chelsea Gallery,"601 West 26th Street, 15th floor",New York,http://galleries.sva.edu,open,,artguide,"601 West 26th Street, 15th Floor, Starrett Lehigh Building",http:homepage,2026-08-07
SVA MA Curatorial Practice,MA Curatorial Practice | School of Visual Arts,"132 West 21st Street, 10th Floor",New York,http://macp.sva.edu,open,,artguide,"132 West 21st Street, 10th Fl.",browserbase,2026-08-07
Swanson Kuball,,"9–20 35th Avenue, Suite 2F2",New York,http://swansonkuball.com,unclear,,artguide,"9–20 35th Avenue, Suite 2F2",browserbase,2026-08-07
Sweet Lorraine Gallery,,183 Lorraine Street,New York,http://instagram.com/sweetlorrainegallery,unclear,,artguide,183 Lorraine Street,browserbase,2026-08-07
Swiss Institute,,250 Bowery,New York,http://swissinstitute.net,open,,artguide,38 St Marks Place,http:homepage,2026-08-07
Swivel Gallery,,555 Greenwich Street,New York,http://swivelgallery.com,open,,artguide,555 Greenwich Street,browserbase,2026-08-07
Taller Boricua Gallery,Taller Boricua Gallery,1680 Lexington Avenue,"New York, NY 10029",http://tallerboricua.org,open,,artguide,1680 Lexington Avenue,http:homepage,2026-08-07
Taller Boricua Gallery,Rafael Tufiño Printmaking Workshop,215 E 99th St,"New York, NY 10029",http://tallerboricua.org,open,,artguide,1680 Lexington Avenue,http:homepage,2026-08-07
Talwar Gallery,Talwar Gallery | New York,108 East 16 Street,New York,http://talwargallery.com,open,,artguide,108 East 16th Street,http:homepage,2026-08-07
Tanya Bonakdar Gallery,,521 West 21st Street,New York,https://www.tanyabonakdargallery.com/,open,,major-added,,http:homepage,2026-08-07
Taylor Graham,New York Viewing Space,39 East 78th Street Suite 601,New York,http://taylorandgraham.com,open,,artguide,5 East 82nd Street,http:homepage,2026-08-07
Temporal Spaces,Temporal Spaces,Lower East side in Manhattan,New York,http://temporalspacesart.wordpress.com,open,,artguide,144 Division Street,http:homepage,2026-08-07
Thaddaeus Ropac,,,New York,https://ropac.net/,open,,major-added,,http:homepage,2026-08-07
The 8th Floor,The 8th Floor,17 West 17th Street,New York,http://the8thfloor.org,open,,artguide,"17 West 17th Street, 8th Floor",browserbase,2026-08-07
The Active Space,,566 Johnson Avenue,New York,http://activespacestudios.com,unclear,,artguide,566 Johnson Avenue,http:homepage,2026-08-07
The Bishop Gallery,,630 Flushing Avenue,Brooklyn,http://thebishopgallery.com,open,,artguide,630 Flushing Avenue,http:homepage,2026-08-07
THE BLANC,,15 East 40th Street,New York,http://theblanc.art,open,,artguide,15 East 40th Street,http:homepage,2026-08-07
The Boiler,The Boiler,191 N. 14th St.,Brooklyn,http://theboiler191.com,open,,artguide,191 North 14th Street,http:homepage,2026-08-07
The Brant Foundation,The Shop,"421 East 6th Street, New York, NY 10009",New York,http://brantfoundation.org,unclear,,artguide,421 East 6th Street,http:homepage,2026-08-07
The Brick,,579 Metropolitan Avenue,Brooklyn,http://bricktheater.com/brick-aux,open,,artguide,628 Metropolitan Avenue,http:homepage,2026-08-07
The Brick,Brick Aux Studio,628 Metropolitan Ave,Brooklyn,http://bricktheater.com/brick-aux,open,,artguide,628 Metropolitan Avenue,http:homepage,2026-08-07
The Commons and Rosenberg Gallery,New York University (NYU),"34 Stuyvesant St, New York University",New York,http://steinhardt.nyu.edu/departments/art-and-art-professions/exhibitions-and-events,unclear,,artguide,"34 Stuyvesant St, New York University",http:homepage,2026-08-07
The Cubiculo,,1370 72nd Street,New York,http://instagram.com/thecubiculo,unclear,,artguide,1370 72nd Street,browserbase,2026-08-07
The Current Selection,,521 E 14th St,New York,http://thecurrentselection.com,unclear,,artguide,521 E 14th St,http:homepage,2026-08-07
The Development Gallery,The Development Gallery,75 Leonard,New York,http://channelelster.com/art-gallery,open,,artguide,75 Leonard Street,browserbase,2026-08-07
The Empty Circle,,260 W Broadway 7G,New York,http://theemptycircle.com,unclear,,artguide,260 W Broadway 7G,browserbase,2026-08-07
The Fridge,,"11 East 78th Street, 4th Floor",New York,http://thefridge.tokyo,unclear,,artguide,"11 East 78th Street, 4th Floor",http:homepage,2026-08-07
The Gallery,The Gallery,"Suite 410, 1000 Dean Street",Brooklyn,http://thegallerythegallerythegallery.com,open,,artguide,"1000 Dean Street, Suite 410",browserbase,2026-08-07
The Gallery at W83,W83 Ministry Center,150 W 83rd St,New York,http://facebook.com/150W83,unclear,,artguide,150 W 83rd St.,browserbase,2026-08-07
The Great Hall,Annex Site,101 Astor Place,New York,http://cooper.edu/about/great-hall,open,,artguide,"7 East 7th Street, Foundation Building",http:homepage,2026-08-07
The Great Hall,Stuyvesant Fish House,21 Stuyvesant Street,New York,http://cooper.edu/about/great-hall,open,,artguide,"7 East 7th Street, Foundation Building",http:homepage,2026-08-07
The Great Hall,Residence Hall,29 Third Avenue,New York,http://cooper.edu/about/great-hall,open,,artguide,"7 East 7th Street, Foundation Building",http:homepage,2026-08-07
The Great Hall,,30 Cooper Square,New York,http://cooper.edu/about/great-hall,open,,artguide,"7 East 7th Street, Foundation Building",http:homepage,2026-08-07
The Great Hall,,41 Cooper Square,New York,http://cooper.edu/about/great-hall,open,,artguide,"7 East 7th Street, Foundation Building",http:homepage,2026-08-07
The Great Hall,The Foundation Building,7 East 7th Street,New York,http://cooper.edu/about/great-hall,open,,artguide,"7 East 7th Street, Foundation Building",http:homepage,2026-08-07
The Grove Foundation for the Arts,,86 Walker Street,New York,http://grovefoundationforthearts.org,unclear,,artguide,86 Walker Street,browserbase,2026-08-07
The Hand,,"601 Wilson Avenue, Brooklyn, NY 11207",Brooklyn,http://thehand.space,open,,artguide,601 Wilson Ave,browserbase,2026-08-07
The Hole,Bowery,312 Bowery,New York City,https://thehole.com/,open,,major-added,,http:/about,2026-08-07
The Hole,Tribeca,86 Walker St.,New York City,https://thehole.com/,open,,major-added,,http:/about,2026-08-07
"The James Gallery, CUNY Graduate Center",,"365 Fifth Avenue, CUNY Graduate Center",New York,http://centerforthehumanities.org/james-gallery,unclear,,artguide,"365 Fifth Avenue, CUNY Graduate Center",browserbase,2026-08-07
The Java Project,,252 Java Street,New York,http://thejavaproj.com,unclear,,artguide,252 Java Street,browserbase,2026-08-07
The Journal Gallery,New York,45 White Street,New York,http://thejournalgallery.com,open,,artguide,45 White Street,http:/contact,2026-08-07
The Kitchen,The Kitchen at Westbeth,"Westbeth Artists Housing, I Building 163B Bank Street, 4th Floor Loft",New York,http://thekitchen.org,open,,artguide,"163B Bank Street, 4th Floor Loft",http:/visit,2026-08-07
The Korea Society,,"350 Madison, 24th Floor",New York,http://koreasociety.org,open,,artguide,"350 Madison Avenue, 24th Floor",http:homepage,2026-08-07
The LeRoy Neiman Gallery,Columbia University School of the Arts,"310 Dodge Hall (Columbia University), 2960 Broadway",New York,http://arts.columbia.edu/leroy-neiman-gallery,unclear,,artguide,"310 Dodge Hall (Columbia University), 2960 Broadway",browserbase,2026-08-07
"The Lesbian, Gay, Bisexual, and Transgender Community Center (The Center)",,208 W 13 St,New York,http://gaycenter.org,open,,artguide,208 West 13th Street,http:homepage,2026-08-07
The Meeting,,"West Village. To schedule a visit, please email bill@billcournoyer.com",New York,http://billcournoyer.com,unclear,,artguide,"West Village. To schedule a visit, please email bill@billcournoyer.com",http:/about,2026-08-07
The Opening Gallery,SoHo Loft Project,115 Wooster Street,New York,http://theopeninggallery.com,open,,artguide,41 Division Street,browserbase,2026-08-07
The Opening Gallery,Atelier Jolie,57 Great Jones Street,New York,http://theopeninggallery.com,open,,artguide,41 Division Street,browserbase,2026-08-07
THE POEM,,Visits by appointment,New York,http://thepoem.gallery,unclear,,artguide,Visits by appointment,browserbase,2026-08-07
The Rubelle and Norman Schafler Gallery,Manhattan Campus,144 West 14th Street,"New York, NY 10011",http://pratt.edu,open,,artguide,200 Willoughby Avenue,http:homepage,2026-08-07
The Rubelle and Norman Schafler Gallery,Brooklyn Campus,200 Willoughby Avenue,"Brooklyn, NY 11205",http://pratt.edu,open,,artguide,200 Willoughby Avenue,http:homepage,2026-08-07
The Shirley Project Space,The Shirley Project Space,609 Washington Avenue,Brooklyn,http://theshirleyprojectspace.com,open,,artguide,609 Washington Avenue,browserbase,2026-08-07
The Slip,The Slip,25 Peck Slip,New York,http://theslip.co,open,,artguide,25 Peck Slip,http:homepage,2026-08-07
